crop_size(y_min  y_max  x_min x_max),250,3839,900,1650
frame_number,x,y
0,0,0
1,0,0
2,2124.5,308.0
3,2190.315789473684,542.3804347826087
4,2226.0507518796994,502.71992481203006
5,2242.3333333333335,330.3333333333333
6,2063.804794520548,543.9246575342465
7,2127.998449612403,491.0705426356589
8,1696.0,846.0
9,0,0
10,2067.0,358.8607594936709
11,0,0
12,2000.6011312750413,658.1020975724723
13,0,0
14,0,0
15,2333.7200000000003,1365.04
16,0,0
17,0,0
18,0,0
19,0,0
20,2121.6,712.6666666666667
21,0,0
22,0,0
23,0,0
24,2318.0,524.0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,2262.857142857143,455.7142857142857
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,2068.6176470588234,446.7941176470588
64,2166.15,306.05
65,2134.2666666666664,281.8
66,0,0
67,2090.0,371.5
68,2189.219178082192,441.7808219178082
69,1837.0,336.0
70,0,0
71,0,0
72,0,0
73,2205.5105263157893,496.0
74,2239.0,353.5
75,2145.315789473684,293.8421052631579
76,0,0
77,2157.1190476190477,372.7857142857143
78,2277.477876106195,528.5840707964602
79,0,0
80,2236.2526315789473,426.7894736842105
81,0,0
82,0,0
83,2109.7157894736843,442.38947368421054
84,1758.5,250.66666666666666
85,2078.279411764706,362.19117647058823
86,2052.785714285714,263.92857142857144
87,1785.6666666666667,274.6666666666667
88,2161.74,329.36
89,2136.259259259259,264.962962962963
90,1931.888888888889,324.0
91,0,0
92,2240.5,341.5
93,2166.153846153846,302.4230769230769
94,1945.7916666666667,3837.0
95,2252.3125,474.625
96,1946.0,3837.625
97,1945.5,3838.0
98,2242.0,337.0
99,0,0
100,2139.5263157894738,322.9473684210526
101,2130.0555555555557,257.1666666666667
102,2221.608695652174,391.1195652173913
103,2137.0,250.0
104,2137.5,250.0
105,2322.10447761194,495.77611940298505
106,2242.0,332.0
107,0,0
108,2265.198529411765,475.53308823529414
109,0,0
110,2320.727272727273,464.6363636363636
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,2069.023519163763,871.5888501742161
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,2178.9865771812083,513.755033557047
153,2136.5862670933952,591.5510619726506
154,0,0
155,0,0
156,0,0
157,0,0
158,2081.3333333333335,250.33333333333334
159,2191.417993630573,564.4012738853503
160,2081.63941232833,603.3340785691472
161,2294.021739130435,528.2536231884058
162,2014.5018559762434,634.2256867112101
163,2209.3398692810456,512.1398692810458
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,2041.2207759383293,690.2272210286869
171,2174.4394250513346,569.0114403050748
172,0,0
173,0,0
174,0,0
175,2250.8867924528304,486.1320754716981
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
